lr,l1,l2,lr_newton_cg,lr_sag,lr_lbfgs
0.7590415149235115,0.8283394680533067,0.8006645235805758,0.8263369665576181,0.6373282228122372,0.8006645235805758
0.7548061771194453,0.82802815421788,0.800819413803971,0.8259270931820569,0.5511083096963967,0.800819413803971
0.7551452478316099,0.8281266764874576,0.8004596654473353,0.8260461407264695,0.41510836895534214,0.8004596654473353
0.7548061771194453,0.82802815421788,0.800819413803971,0.8259270931820569,0.5511083096963967,0.800819413803971
